"","metabolite_id","input_metabolite_name","input_hmdb_id","input_pubchem","input_chemspider","input_kegg","input_inchikey","input_chebi","split_input_pubchem","split_reason","input_pubchem_final","metabolite_id_final","input_hmdb_id_final","input_kegg_final","input_chebi_final","input_chemspider_final","input_inchikey_final","input_metabolite_name_final","metabolite_id_final_1","metabolite_id_final_2","has_descriptive_terms","has_multiple_ids"
"15","HMDB00072_HMDB00958","Aconitic acid",NA,NA,NA,NA,NA,NA,NA,NA,NA,"HMDB00072_HMDB00958",NA,NA,NA,NA,NA,"aconitic acid","HMDB00072_HMDB00958","HMDB00072_HMDB00958",FALSE,TRUE
"16","HMDB00148_HMDB03339_VAR","glutamate","HMDB00148",NA,NA,NA,NA,NA,NA,NA,NA,"HMDB00148_HMDB03339_VAR","HMDB00148",NA,NA,NA,NA,"glutamate","HMDB00148_HMDB03339_VAR","HMDB00148_HMDB03339_VAR",FALSE,TRUE
"17","HMDB0000212_HMDB00215","N-acetylglucosamine/N-acetylgalactosamine","HMDB00215","24139",NA,NA,NA,NA,NA,NA,NA,"HMDB0000212_HMDB00215","HMDB00215",NA,NA,NA,NA,"n_acetylglucosamine_n_acetylgalactosamine","HMDB0000212_HMDB00215","HMDB0000212_HMDB00215",FALSE,TRUE
"18","HMDB0000212_HMDB00215","N-acetylglucosamine/N-acetylgalactosamine","HMDB00215","24139",NA,NA,NA,NA,NA,NA,NA,"HMDB0000212_HMDB00215","HMDB00215",NA,NA,NA,NA,"n_acetylglucosamine_n_acetylgalactosamine","HMDB0000212_HMDB00215","HMDB0000212_HMDB00215",FALSE,TRUE
"19","HMDB0000212_HMDB00215","N-acetylglucosamine/N-acetylgalactosamine","HMDB00215","24139",NA,NA,NA,NA,NA,NA,NA,"HMDB0000212_HMDB00215","HMDB00215",NA,NA,NA,NA,"n_acetylglucosamine_n_acetylgalactosamine","HMDB0000212_HMDB00215","HMDB0000212_HMDB00215",FALSE,TRUE
"20","HMDB0000212_HMDB00215","N-acetylglucosamine/N-acetylgalactosamine","HMDB00215","24139",NA,NA,NA,NA,NA,NA,NA,"HMDB0000212_HMDB00215","HMDB00215",NA,NA,NA,NA,"n_acetylglucosamine_n_acetylgalactosamine","HMDB0000212_HMDB00215","HMDB0000212_HMDB00215",FALSE,TRUE
"21","HMDB0000212_HMDB00215","N-acetylglucosamine/N-acetylgalactosamine",NA,NA,NA,NA,NA,NA,NA,NA,NA,"HMDB0000212_HMDB00215",NA,NA,NA,NA,NA,"n_acetylglucosamine_n_acetylgalactosamine","HMDB0000212_HMDB00215","HMDB0000212_HMDB00215",FALSE,TRUE
"22","HMDB0000212_HMDB00215","N-acetylglucosamine/N-acetylgalactosamine",NA,"24139",NA,NA,NA,NA,NA,NA,NA,"HMDB0000212_HMDB00215",NA,NA,NA,NA,NA,"n_acetylglucosamine_n_acetylgalactosamine","HMDB0000212_HMDB00215","HMDB0000212_HMDB00215",FALSE,TRUE
"23","HMDB00248_HMDB01918","thyroxine","HMDB01918","5819",NA,NA,NA,NA,NA,NA,NA,"HMDB00248_HMDB01918","HMDB01918",NA,NA,NA,NA,"thyroxine","HMDB00248_HMDB01918","HMDB00248_HMDB01918",FALSE,TRUE
"24","HMDB00248_HMDB01918","thyroxine","HMDB01918","5819",NA,NA,NA,NA,NA,NA,NA,"HMDB00248_HMDB01918","HMDB01918",NA,NA,NA,NA,"thyroxine","HMDB00248_HMDB01918","HMDB00248_HMDB01918",FALSE,TRUE
"25","HMDB00248_HMDB01918","thyroxine","HMDB01918","5819",NA,NA,NA,NA,NA,NA,NA,"HMDB00248_HMDB01918","HMDB01918",NA,NA,NA,NA,"thyroxine","HMDB00248_HMDB01918","HMDB00248_HMDB01918",FALSE,TRUE
"26","HMDB00248_HMDB01918","thyroxine",NA,NA,NA,NA,NA,NA,NA,NA,NA,"HMDB00248_HMDB01918",NA,NA,NA,NA,NA,"thyroxine","HMDB00248_HMDB01918","HMDB00248_HMDB01918",FALSE,TRUE
"27","HMDB00248_HMDB01918","thyroxine","HMDB00248",NA,NA,NA,NA,NA,NA,NA,NA,"HMDB00248_HMDB01918","HMDB00248",NA,NA,NA,NA,"thyroxine","HMDB00248_HMDB01918","HMDB00248_HMDB01918",FALSE,TRUE
"28","HMDB00248_HMDB01918","thyroxine","HMDB0000248","5819",NA,NA,NA,NA,NA,NA,NA,"HMDB00248_HMDB01918","HMDB0000248",NA,NA,NA,NA,"thyroxine","HMDB00248_HMDB01918","HMDB00248_HMDB01918",FALSE,TRUE
"29","HMDB00248_HMDB01918","thyroxine","HMDB01918","5819",NA,NA,NA,NA,NA,NA,NA,"HMDB00248_HMDB01918","HMDB01918",NA,NA,NA,NA,"thyroxine","HMDB00248_HMDB01918","HMDB00248_HMDB01918",FALSE,TRUE
"30","HMDB00248_HMDB01918","thyroxine","HMDB01918","5819",NA,NA,NA,NA,NA,NA,NA,"HMDB00248_HMDB01918","HMDB01918",NA,NA,NA,NA,"thyroxine","HMDB00248_HMDB01918","HMDB00248_HMDB01918",FALSE,TRUE
"31","HMDB00248_HMDB01918","thyroxine","HMDB01918",NA,NA,NA,NA,NA,NA,NA,NA,"HMDB00248_HMDB01918","HMDB01918",NA,NA,NA,NA,"thyroxine","HMDB00248_HMDB01918","HMDB00248_HMDB01918",FALSE,TRUE
"32","HMDB00248_HMDB01918","thyroxine","HMDB01918","5819","5614","C01829",NA,NA,NA,NA,NA,"HMDB00248_HMDB01918","HMDB01918","C01829",NA,"5614",NA,"thyroxine","HMDB00248_HMDB01918","HMDB00248_HMDB01918",FALSE,TRUE
"33","HMDB00248_HMDB01918","thyroxine","HMDB01918","5819",NA,"C01829",NA,NA,NA,NA,NA,"HMDB00248_HMDB01918","HMDB01918","C01829",NA,NA,NA,"thyroxine","HMDB00248_HMDB01918","HMDB00248_HMDB01918",FALSE,TRUE
"34","HMDB00248_HMDB01918","thyroxine",NA,NA,NA,NA,NA,NA,NA,NA,NA,"HMDB00248_HMDB01918",NA,NA,NA,NA,NA,"thyroxine","HMDB00248_HMDB01918","HMDB00248_HMDB01918",FALSE,TRUE
"35","HMDB00248_HMDB01918","thyroxine","HMDB00248",NA,NA,NA,NA,NA,NA,NA,NA,"HMDB00248_HMDB01918","HMDB00248",NA,NA,NA,NA,"thyroxine","HMDB00248_HMDB01918","HMDB00248_HMDB01918",FALSE,TRUE
"36","HMDB00248_HMDB01918","thyroxine","HMDB00248",NA,NA,NA,NA,NA,NA,NA,NA,"HMDB00248_HMDB01918","HMDB00248",NA,NA,NA,NA,"thyroxine","HMDB00248_HMDB01918","HMDB00248_HMDB01918",FALSE,TRUE
"37","HMDB00248_HMDB01918","thyroxine",NA,NA,NA,NA,NA,NA,NA,NA,NA,"HMDB00248_HMDB01918",NA,NA,NA,NA,NA,"thyroxine","HMDB00248_HMDB01918","HMDB00248_HMDB01918",FALSE,TRUE
"38","HMDB00248_HMDB01918","thyroxine",NA,"5819",NA,NA,NA,NA,NA,NA,NA,"HMDB00248_HMDB01918",NA,NA,NA,NA,NA,"thyroxine","HMDB00248_HMDB01918","HMDB00248_HMDB01918",FALSE,TRUE
"39","HMDB00248_HMDB01918","thyroxine",NA,"5819",NA,NA,NA,NA,NA,NA,NA,"HMDB00248_HMDB01918",NA,NA,NA,NA,NA,"thyroxine","HMDB00248_HMDB01918","HMDB00248_HMDB01918",FALSE,TRUE
"40","HMDB00248_HMDB01918","thyroxine","HMDB00248",NA,NA,NA,NA,NA,NA,NA,NA,"HMDB00248_HMDB01918","HMDB00248",NA,NA,NA,NA,"thyroxine","HMDB00248_HMDB01918","HMDB00248_HMDB01918",FALSE,TRUE
"41","HMDB00417_HMDB00801","phytanate","HMDB00801","26840",NA,NA,NA,NA,NA,NA,NA,"HMDB00417_HMDB00801","HMDB00801",NA,NA,NA,NA,"phytanate","HMDB00417_HMDB00801","HMDB00417_HMDB00801",FALSE,TRUE
"42","HMDB00417_HMDB00801","phytanate","HMDB00417","26840","10140204","C01607",NA,NA,NA,NA,NA,"HMDB00417_HMDB00801","HMDB00417","C01607",NA,"10140204",NA,"phytanate","HMDB00417_HMDB00801","HMDB00417_HMDB00801",FALSE,TRUE
"43","HMDB00417_HMDB00801","phytanate","HMDB00417","26840",NA,"C01607",NA,NA,NA,NA,NA,"HMDB00417_HMDB00801","HMDB00417","C01607",NA,NA,NA,"phytanate","HMDB00417_HMDB00801","HMDB00417_HMDB00801",FALSE,TRUE
"44","HMDB00417_HMDB00801","phytanate","HMDB00417,HMDB00801,HMDB00553","26840",NA,"C01607",NA,NA,NA,NA,NA,"HMDB00417_HMDB00801","HMDB00417","C01607",NA,NA,NA,"phytanate","HMDB00417_HMDB00801","HMDB00417_HMDB00801",FALSE,TRUE
"45","HMDB00417_HMDB00801","phytanate","HMDB00417,HMDB00801,HMDB00553","26840",NA,"C01607",NA,NA,NA,NA,NA,"HMDB00417_HMDB00801","HMDB00801","C01607",NA,NA,NA,"phytanate","HMDB00417_HMDB00801","HMDB00417_HMDB00801",FALSE,TRUE
"46","HMDB00417_HMDB00801","phytanate","HMDB00417,HMDB00801,HMDB00553","26840",NA,"C01607",NA,NA,NA,NA,NA,"HMDB00417_HMDB00801","HMDB00553","C01607",NA,NA,NA,"phytanate","HMDB00417_HMDB00801","HMDB00417_HMDB00801",FALSE,TRUE
"47","HMDB00417_HMDB00801","phytanate",NA,"26840",NA,NA,NA,NA,NA,NA,NA,"HMDB00417_HMDB00801",NA,NA,NA,NA,NA,"phytanate","HMDB00417_HMDB00801","HMDB00417_HMDB00801",FALSE,TRUE
"48","HMDB00621_HMDB03371","ribulose",NA,NA,NA,NA,NA,NA,NA,NA,NA,"HMDB00621_HMDB03371",NA,NA,NA,NA,NA,"ribulose","HMDB00621_HMDB03371","HMDB00621_HMDB03371",FALSE,TRUE
"49","HMDB00621_HMDB03371","ribulose",NA,NA,NA,NA,NA,NA,NA,NA,NA,"HMDB00621_HMDB03371",NA,NA,NA,NA,NA,"ribulose","HMDB00621_HMDB03371","HMDB00621_HMDB03371",FALSE,TRUE
"50","HMDB00621_HMDB03371","Ribulose",NA,NA,NA,NA,NA,NA,NA,NA,NA,"HMDB00621_HMDB03371",NA,NA,NA,NA,NA,"ribulose","HMDB00621_HMDB03371","HMDB00621_HMDB03371",FALSE,TRUE
"51","HMDB00621_HMDB03371","ribulose","HMDB00621","79021",NA,"C00309",NA,NA,NA,NA,NA,"HMDB00621_HMDB03371","HMDB00621","C00309",NA,NA,NA,"ribulose","HMDB00621_HMDB03371","HMDB00621_HMDB03371",FALSE,TRUE
"52","HMDB00621_HMDB03371","ribulose","HMDB00621","151261",NA,"C00309",NA,NA,NA,NA,NA,"HMDB00621_HMDB03371","HMDB00621","C00309",NA,NA,NA,"ribulose","HMDB00621_HMDB03371","HMDB00621_HMDB03371",FALSE,TRUE
"53","HMDB00621_HMDB03371","ribulose","HMDB00621","151261",NA,"C00309",NA,NA,NA,NA,NA,"HMDB00621_HMDB03371","HMDB00621","C00309",NA,NA,NA,"ribulose","HMDB00621_HMDB03371","HMDB00621_HMDB03371",FALSE,TRUE
"54","HMDB00621_HMDB03371","ribulose","HMDB00621","151261",NA,NA,NA,NA,NA,NA,NA,"HMDB00621_HMDB03371","HMDB00621",NA,NA,NA,NA,"ribulose","HMDB00621_HMDB03371","HMDB00621_HMDB03371",FALSE,TRUE
"55","HMDB00688_HMDB00378","Isovaleryl carnitine, 3-methylbutyryl carnitine or 2-Methylbutyryl carnitine",NA,NA,NA,NA,NA,NA,NA,NA,NA,"HMDB00688_HMDB00378",NA,NA,NA,NA,NA,"isovaleryl carnitine_3_methylbutyryl carnitine or 2_methylbutyryl carnitine","HMDB00688_HMDB00378","HMDB00688_HMDB00378",FALSE,TRUE
"56","HMDB00688_HMDB00378","Isovaleryl carnitine, 3-methylbutyryl carnitine or 2-Methylbutyryl carnitine",NA,NA,NA,NA,NA,NA,NA,NA,NA,"HMDB00688_HMDB00378",NA,NA,NA,NA,NA,"isovaleryl carnitine_3_methylbutyryl carnitine or 2_methylbutyryl carnitine","HMDB00688_HMDB00378","HMDB00688_HMDB00378",FALSE,TRUE
"57","HMDB01085_HMDB02995","leukotriene B4",NA,NA,NA,NA,NA,NA,NA,NA,NA,"HMDB01085_HMDB02995",NA,NA,NA,NA,NA,"leukotriene b4","HMDB01085_HMDB02995","HMDB01085_HMDB02995",FALSE,TRUE
"58","HMDB01085_HMDB02995","Leukotriene B4",NA,"5280492",NA,NA,"VNYSSYRCGWBHLG-AMOLWHMGSA-N",NA,NA,NA,NA,"HMDB01085_HMDB02995",NA,NA,NA,NA,"VNYSSYRCGWBHLG-AMOLWHMGSA-N","leukotriene b4","HMDB01085_HMDB02995","HMDB01085_HMDB02995",FALSE,TRUE
"59","HMDB01085_HMDB02995","leukotriene B4","HMDB01085","5312972",NA,"C02165",NA,NA,NA,NA,NA,"HMDB01085_HMDB02995","HMDB01085","C02165",NA,NA,NA,"leukotriene b4","HMDB01085_HMDB02995","HMDB01085_HMDB02995",FALSE,TRUE
"60","HMDB01085_HMDB02995","leukotriene B4","HMDB01085","5280492",NA,"C02165",NA,NA,NA,NA,NA,"HMDB01085_HMDB02995","HMDB01085","C02165",NA,NA,NA,"leukotriene b4","HMDB01085_HMDB02995","HMDB01085_HMDB02995",FALSE,TRUE
"61","HMDB01085_HMDB02995","leukotriene B4","HMDB01085","5280492",NA,NA,NA,NA,NA,NA,NA,"HMDB01085_HMDB02995","HMDB01085",NA,NA,NA,NA,"leukotriene b4","HMDB01085_HMDB02995","HMDB01085_HMDB02995",FALSE,TRUE
"62","HMDB01085_HMDB02995","LTB4",NA,NA,NA,NA,NA,NA,NA,NA,NA,"HMDB01085_HMDB02995",NA,NA,NA,NA,NA,"ltb4","HMDB01085_HMDB02995","HMDB01085_HMDB02995",FALSE,TRUE
"63","HMDB01085_HMDB02995","LTB4","HMDB01085",NA,NA,NA,NA,NA,NA,NA,NA,"HMDB01085_HMDB02995","HMDB01085",NA,NA,NA,NA,"ltb4","HMDB01085_HMDB02995","HMDB01085_HMDB02995",FALSE,TRUE
"64","HMDB01388_HMDB03073","linolenate [alpha or gamma; (18:3n3 or 6)]","HMDB03073","5280934",NA,NA,NA,NA,NA,NA,NA,"HMDB01388_HMDB03073","HMDB03073",NA,NA,NA,NA,"linolenate_alpha or gamma__18_3n3 or 6","HMDB01388_HMDB03073","HMDB01388_HMDB03073",FALSE,TRUE
"65","HMDB01388_HMDB03073","linolenate [alpha or gamma; (18:3n3 or 6)]","HMDB03073","5280934",NA,NA,NA,NA,NA,NA,NA,"HMDB01388_HMDB03073","HMDB03073",NA,NA,NA,NA,"linolenate_alpha or gamma__18_3n3 or 6","HMDB01388_HMDB03073","HMDB01388_HMDB03073",FALSE,TRUE
"66","HMDB01388_HMDB03073","linolenate [alpha or gamma; (18:3n3 or 6)]","HMDB03073","5280934",NA,NA,NA,NA,NA,NA,NA,"HMDB01388_HMDB03073","HMDB03073",NA,NA,NA,NA,"linolenate_alpha or gamma__18_3n3 or 6","HMDB01388_HMDB03073","HMDB01388_HMDB03073",FALSE,TRUE
"67","HMDB01388_HMDB03073","linolenate [alpha or gamma; (18:3n3 or 6)]",NA,NA,NA,NA,NA,NA,NA,NA,NA,"HMDB01388_HMDB03073",NA,NA,NA,NA,NA,"linolenate_alpha or gamma__18_3n3 or 6","HMDB01388_HMDB03073","HMDB01388_HMDB03073",FALSE,TRUE
"68","HMDB01388_HMDB03073","linolenate [alpha or gamma; (18:3n3 or 6)]",NA,NA,NA,NA,NA,NA,NA,NA,NA,"HMDB01388_HMDB03073",NA,NA,NA,NA,NA,"linolenate_alpha or gamma__18_3n3 or 6","HMDB01388_HMDB03073","HMDB01388_HMDB03073",FALSE,TRUE
"69","HMDB01388_HMDB03073","linolenate [alpha or gamma; (18:3n3 or 6)]",NA,NA,NA,NA,NA,NA,NA,NA,NA,"HMDB01388_HMDB03073",NA,NA,NA,NA,NA,"linolenate_alpha or gamma__18_3n3 or 6","HMDB01388_HMDB03073","HMDB01388_HMDB03073",FALSE,TRUE
"70","HMDB01388_HMDB03073","Linolenate _alpha or gamma; (18:3n3 or 6)_","HMDB01388;HMDB03073","5280934",NA,NA,NA,NA,NA,NA,NA,"HMDB01388_HMDB03073","HMDB01388",NA,NA,NA,NA,"linolenate_alpha or gamma__18_3n3 or 6","HMDB01388_HMDB03073","HMDB01388_HMDB03073",FALSE,TRUE
"71","HMDB01388_HMDB03073","Linolenate _alpha or gamma; (18:3n3 or 6)_","HMDB01388;HMDB03073","5280934",NA,NA,NA,NA,NA,NA,NA,"HMDB01388_HMDB03073","HMDB03073",NA,NA,NA,NA,"linolenate_alpha or gamma__18_3n3 or 6","HMDB01388_HMDB03073","HMDB01388_HMDB03073",FALSE,TRUE
"72","HMDB01388_HMDB03073","linolenate [alpha or gamma; (18:3n3 or 6)]","HMDB01388;HMDB03073","5280934",NA,NA,NA,NA,NA,NA,NA,"HMDB01388_HMDB03073","HMDB01388",NA,NA,NA,NA,"linolenate_alpha or gamma__18_3n3 or 6","HMDB01388_HMDB03073","HMDB01388_HMDB03073",FALSE,TRUE
"73","HMDB01388_HMDB03073","linolenate [alpha or gamma; (18:3n3 or 6)]","HMDB01388;HMDB03073","5280934",NA,NA,NA,NA,NA,NA,NA,"HMDB01388_HMDB03073","HMDB03073",NA,NA,NA,NA,"linolenate_alpha or gamma__18_3n3 or 6","HMDB01388_HMDB03073","HMDB01388_HMDB03073",FALSE,TRUE
"74","HMDB01388_HMDB03073","Linolenate [alpha or gamma; (18:3n3 or 6)]",NA,NA,NA,NA,NA,NA,NA,NA,NA,"HMDB01388_HMDB03073",NA,NA,NA,NA,NA,"linolenate_alpha or gamma__18_3n3 or 6","HMDB01388_HMDB03073","HMDB01388_HMDB03073",FALSE,TRUE
"75","HMDB01388_HMDB03073","linolenate [alpha or gamma; (18:3n3 or 6)]","HMDB01388,HMDB03073",NA,NA,NA,NA,NA,NA,NA,NA,"HMDB01388_HMDB03073","HMDB01388",NA,NA,NA,NA,"linolenate_alpha or gamma__18_3n3 or 6","HMDB01388_HMDB03073","HMDB01388_HMDB03073",FALSE,TRUE
"76","HMDB01388_HMDB03073","linolenate [alpha or gamma; (18:3n3 or 6)]","HMDB01388,HMDB03073",NA,NA,NA,NA,NA,NA,NA,NA,"HMDB01388_HMDB03073","HMDB03073",NA,NA,NA,NA,"linolenate_alpha or gamma__18_3n3 or 6","HMDB01388_HMDB03073","HMDB01388_HMDB03073",FALSE,TRUE
"77","HMDB01388_HMDB03073","linolenate [alpha or gamma; (18:3n3 or 6)]","HMDB03073","5280934",NA,NA,NA,NA,NA,NA,NA,"HMDB01388_HMDB03073","HMDB03073",NA,NA,NA,NA,"linolenate_alpha or gamma__18_3n3 or 6","HMDB01388_HMDB03073","HMDB01388_HMDB03073",FALSE,TRUE
"78","HMDB01388_HMDB03073","linolenate [alpha or gamma; (18:3n3 or 6)]","HMDB03073","5280934",NA,NA,NA,NA,NA,NA,NA,"HMDB01388_HMDB03073","HMDB03073",NA,NA,NA,NA,"linolenate_alpha or gamma__18_3n3 or 6","HMDB01388_HMDB03073","HMDB01388_HMDB03073",FALSE,TRUE
"79","HMDB01388_HMDB03073","linolenate [alpha or gamma; (18:3n3 or 6)]","HMDB01388,HMDB03073",NA,NA,NA,NA,NA,NA,NA,NA,"HMDB01388_HMDB03073","HMDB01388",NA,NA,NA,NA,"linolenate_alpha or gamma__18_3n3 or 6","HMDB01388_HMDB03073","HMDB01388_HMDB03073",FALSE,TRUE
"80","HMDB01388_HMDB03073","linolenate [alpha or gamma; (18:3n3 or 6)]","HMDB01388,HMDB03073",NA,NA,NA,NA,NA,NA,NA,NA,"HMDB01388_HMDB03073","HMDB03073",NA,NA,NA,NA,"linolenate_alpha or gamma__18_3n3 or 6","HMDB01388_HMDB03073","HMDB01388_HMDB03073",FALSE,TRUE
"81","HMDB01388_HMDB03073","linolenate [alpha or gamma; (18:3n3 or 6)]","HMDB03073","5280934","4444437","C06426",NA,NA,NA,NA,NA,"HMDB01388_HMDB03073","HMDB03073","C06426",NA,"4444437",NA,"linolenate_alpha or gamma__18_3n3 or 6","HMDB01388_HMDB03073","HMDB01388_HMDB03073",FALSE,TRUE
"82","HMDB01388_HMDB03073","linolenate [alpha or gamma; (18:3n3 or 6)]",NA,NA,NA,NA,NA,NA,NA,NA,NA,"HMDB01388_HMDB03073",NA,NA,NA,NA,NA,"linolenate_alpha or gamma__18_3n3 or 6","HMDB01388_HMDB03073","HMDB01388_HMDB03073",FALSE,TRUE
"83","HMDB01388_HMDB03073","linolenate [alpha or gamma; (18:3n3 or 6)]","HMDB01388",NA,NA,"C06427",NA,NA,NA,NA,NA,"HMDB01388_HMDB03073","HMDB01388","C06427",NA,NA,NA,"linolenate_alpha or gamma__18_3n3 or 6","HMDB01388_HMDB03073","HMDB01388_HMDB03073",FALSE,TRUE
"84","HMDB01388_HMDB03073","linolenate [alpha or gamma; (18:3n3 or 6)]",NA,"5280934",NA,"C06427",NA,NA,NA,NA,NA,"HMDB01388_HMDB03073",NA,"C06427",NA,NA,NA,"linolenate_alpha or gamma__18_3n3 or 6","HMDB01388_HMDB03073","HMDB01388_HMDB03073",FALSE,TRUE
"85","HMDB01388_HMDB03073","linolenate [alpha or gamma; (18:3n3 or 6)]","HMDB03073","5280934",NA,"C06426,C06427",NA,NA,NA,NA,NA,"HMDB01388_HMDB03073","HMDB03073","C06426",NA,NA,NA,"linolenate_alpha or gamma__18_3n3 or 6","HMDB01388_HMDB03073","HMDB01388_HMDB03073",FALSE,TRUE
"86","HMDB01388_HMDB03073","linolenate [alpha or gamma; (18:3n3 or 6)]","HMDB03073","5280934",NA,"C06426,C06427",NA,NA,NA,NA,NA,"HMDB01388_HMDB03073","HMDB03073","C06427",NA,NA,NA,"linolenate_alpha or gamma__18_3n3 or 6","HMDB01388_HMDB03073","HMDB01388_HMDB03073",FALSE,TRUE
"87","HMDB01388_HMDB03073","linolenate [alpha or gamma; (18:3n3 or 6)]",NA,"5280934",NA,NA,NA,NA,NA,NA,NA,"HMDB01388_HMDB03073",NA,NA,NA,NA,NA,"linolenate_alpha or gamma__18_3n3 or 6","HMDB01388_HMDB03073","HMDB01388_HMDB03073",FALSE,TRUE
"88","HMDB01388_HMDB03073","linolenate [alpha or gamma; (18:3n3 or 6)]",NA,"5280934",NA,NA,NA,NA,NA,NA,NA,"HMDB01388_HMDB03073",NA,NA,NA,NA,NA,"linolenate_alpha or gamma__18_3n3 or 6","HMDB01388_HMDB03073","HMDB01388_HMDB03073",FALSE,TRUE
"89","HMDB01388_HMDB03073","linolenate [alpha or gamma; (18:3n3 or 6)]",NA,"5280934",NA,NA,NA,NA,NA,NA,NA,"HMDB01388_HMDB03073",NA,NA,NA,NA,NA,"linolenate_alpha or gamma__18_3n3 or 6","HMDB01388_HMDB03073","HMDB01388_HMDB03073",FALSE,TRUE
"90","HMDB01388_HMDB03073","linolenate (18:3n3 or 3n6)",NA,"5280934",NA,NA,NA,NA,NA,NA,NA,"HMDB01388_HMDB03073",NA,NA,NA,NA,NA,"linolenate_18_3n3 or 3n6","HMDB01388_HMDB03073","HMDB01388_HMDB03073",FALSE,TRUE
